"","DATE","VALUE"
"1","2010-01-04","1132.99"
"2","2010-01-05","1136.52"
"3","2010-01-06","1137.14"
"4","2010-01-07","1141.69"
"5","2010-01-08","1144.98"
"6","2010-01-11","1146.98"
"7","2010-01-12","1136.22"
"8","2010-01-13","1145.68"
"9","2010-01-14","1148.46"
"10","2010-01-15","1136.03"
"12","2010-01-19","1150.23"
"13","2010-01-20","1138.04"
"14","2010-01-21","1116.48"
"15","2010-01-22","1091.76"
"16","2010-01-25","1096.78"
"17","2010-01-26","1092.17"
"18","2010-01-27","1097.50"
"19","2010-01-28","1084.53"
"20","2010-01-29","1073.87"
"21","2010-02-01","1089.19"
"22","2010-02-02","1103.32"
"23","2010-02-03","1097.28"
"24","2010-02-04","1063.11"
"25","2010-02-05","1066.19"
"26","2010-02-08","1056.74"
"27","2010-02-09","1070.52"
"28","2010-02-10","1068.13"
"29","2010-02-11","1078.47"
"30","2010-02-12","1075.51"
"32","2010-02-16","1094.87"
"33","2010-02-17","1099.51"
"34","2010-02-18","1106.75"
"35","2010-02-19","1109.17"
"36","2010-02-22","1108.01"
"37","2010-02-23","1094.60"
"38","2010-02-24","1105.24"
"39","2010-02-25","1102.94"
"40","2010-02-26","1104.49"
"41","2010-03-01","1115.71"
"42","2010-03-02","1118.31"
"43","2010-03-03","1118.79"
"44","2010-03-04","1122.97"
"45","2010-03-05","1138.70"
"46","2010-03-08","1138.50"
"47","2010-03-09","1140.45"
"48","2010-03-10","1145.61"
"49","2010-03-11","1150.24"
"50","2010-03-12","1149.99"
"51","2010-03-15","1150.51"
"52","2010-03-16","1159.46"
"53","2010-03-17","1166.21"
"54","2010-03-18","1165.83"
"55","2010-03-19","1159.90"
"56","2010-03-22","1165.81"
"57","2010-03-23","1174.17"
"58","2010-03-24","1167.72"
"59","2010-03-25","1165.73"
"60","2010-03-26","1166.59"
"61","2010-03-29","1173.22"
"62","2010-03-30","1173.27"
"63","2010-03-31","1169.43"
"64","2010-04-01","1178.10"
"66","2010-04-05","1187.44"
"67","2010-04-06","1189.44"
"68","2010-04-07","1182.45"
"69","2010-04-08","1186.44"
"70","2010-04-09","1194.37"
"71","2010-04-12","1196.48"
"72","2010-04-13","1197.30"
"73","2010-04-14","1210.65"
"74","2010-04-15","1211.67"
"75","2010-04-16","1192.13"
"76","2010-04-19","1197.52"
"77","2010-04-20","1207.17"
"78","2010-04-21","1205.94"
"79","2010-04-22","1208.67"
"80","2010-04-23","1217.28"
"81","2010-04-26","1212.05"
"82","2010-04-27","1183.71"
"83","2010-04-28","1191.36"
"84","2010-04-29","1206.78"
"85","2010-04-30","1186.69"
"86","2010-05-03","1202.26"
"87","2010-05-04","1173.60"
"88","2010-05-05","1165.90"
"89","2010-05-06","1128.15"
"90","2010-05-07","1110.88"
"91","2010-05-10","1159.73"
"92","2010-05-11","1155.79"
"93","2010-05-12","1171.67"
"94","2010-05-13","1157.44"
"95","2010-05-14","1135.68"
"96","2010-05-17","1136.94"
"97","2010-05-18","1120.80"
"98","2010-05-19","1115.05"
"99","2010-05-20","1071.59"
"100","2010-05-21","1087.69"
"101","2010-05-24","1073.65"
"102","2010-05-25","1074.03"
"103","2010-05-26","1067.95"
"104","2010-05-27","1103.06"
"105","2010-05-28","1089.41"
"107","2010-06-01","1070.71"
"108","2010-06-02","1098.38"
"109","2010-06-03","1102.83"
"110","2010-06-04","1064.88"
"111","2010-06-07","1050.47"
"112","2010-06-08","1062.00"
"113","2010-06-09","1055.69"
"114","2010-06-10","1086.84"
"115","2010-06-11","1091.60"
"116","2010-06-14","1089.63"
"117","2010-06-15","1115.23"
"118","2010-06-16","1114.61"
"119","2010-06-17","1116.04"
"120","2010-06-18","1117.51"
"121","2010-06-21","1113.20"
"122","2010-06-22","1095.31"
"123","2010-06-23","1092.04"
"124","2010-06-24","1073.69"
"125","2010-06-25","1076.76"
"126","2010-06-28","1074.57"
"127","2010-06-29","1041.24"
"128","2010-06-30","1030.71"
"129","2010-07-01","1027.37"
"130","2010-07-02","1022.58"
"132","2010-07-06","1028.06"
"133","2010-07-07","1060.27"
"134","2010-07-08","1070.25"
"135","2010-07-09","1077.96"
"136","2010-07-12","1078.75"
"137","2010-07-13","1095.34"
"138","2010-07-14","1095.17"
"139","2010-07-15","1096.48"
"140","2010-07-16","1064.88"
"141","2010-07-19","1071.25"
"142","2010-07-20","1083.48"
"143","2010-07-21","1069.59"
"144","2010-07-22","1093.67"
"145","2010-07-23","1102.66"
"146","2010-07-26","1115.01"
"147","2010-07-27","1113.84"
"148","2010-07-28","1106.13"
"149","2010-07-29","1101.53"
"150","2010-07-30","1101.60"
"151","2010-08-02","1125.86"
"152","2010-08-03","1120.46"
"153","2010-08-04","1127.24"
"154","2010-08-05","1125.81"
"155","2010-08-06","1121.64"
"156","2010-08-09","1127.79"
"157","2010-08-10","1121.06"
"158","2010-08-11","1089.47"
"159","2010-08-12","1083.61"
"160","2010-08-13","1079.25"
"161","2010-08-16","1079.38"
"162","2010-08-17","1092.54"
"163","2010-08-18","1094.16"
"164","2010-08-19","1075.63"
"165","2010-08-20","1071.69"
"166","2010-08-23","1067.36"
"167","2010-08-24","1051.87"
"168","2010-08-25","1055.33"
"169","2010-08-26","1047.22"
"170","2010-08-27","1064.59"
"171","2010-08-30","1048.92"
"172","2010-08-31","1049.33"
"173","2010-09-01","1080.29"
"174","2010-09-02","1090.10"
"175","2010-09-03","1104.51"
"177","2010-09-07","1091.84"
"178","2010-09-08","1098.87"
"179","2010-09-09","1104.18"
"180","2010-09-10","1109.55"
"181","2010-09-13","1121.90"
"182","2010-09-14","1121.10"
"183","2010-09-15","1125.07"
"184","2010-09-16","1124.66"
"185","2010-09-17","1125.59"
"186","2010-09-20","1142.71"
"187","2010-09-21","1139.78"
"188","2010-09-22","1134.28"
"189","2010-09-23","1124.83"
"190","2010-09-24","1148.67"
"191","2010-09-27","1142.16"
"192","2010-09-28","1147.70"
"193","2010-09-29","1144.73"
"194","2010-09-30","1141.20"
"195","2010-10-01","1146.24"
"196","2010-10-04","1137.03"
"197","2010-10-05","1160.75"
"198","2010-10-06","1159.97"
"199","2010-10-07","1158.06"
"200","2010-10-08","1165.15"
"201","2010-10-11","1165.32"
"202","2010-10-12","1169.77"
"203","2010-10-13","1178.10"
"204","2010-10-14","1173.81"
"205","2010-10-15","1176.19"
"206","2010-10-18","1184.71"
"207","2010-10-19","1165.90"
"208","2010-10-20","1178.17"
"209","2010-10-21","1180.26"
"210","2010-10-22","1183.08"
"211","2010-10-25","1185.62"
"212","2010-10-26","1185.64"
"213","2010-10-27","1182.45"
"214","2010-10-28","1183.78"
"215","2010-10-29","1183.26"
"216","2010-11-01","1184.38"
"217","2010-11-02","1193.57"
"218","2010-11-03","1197.96"
"219","2010-11-04","1221.06"
"220","2010-11-05","1225.85"
"221","2010-11-08","1223.25"
"222","2010-11-09","1213.40"
"223","2010-11-10","1218.71"
"224","2010-11-11","1213.54"
"225","2010-11-12","1199.21"
"226","2010-11-15","1197.75"
"227","2010-11-16","1178.34"
"228","2010-11-17","1178.59"
"229","2010-11-18","1196.69"
"230","2010-11-19","1199.73"
"231","2010-11-22","1197.84"
"232","2010-11-23","1180.73"
"233","2010-11-24","1198.35"
"235","2010-11-26","1189.40"
"236","2010-11-29","1187.76"
"237","2010-11-30","1180.55"
"238","2010-12-01","1206.07"
"239","2010-12-02","1221.53"
"240","2010-12-03","1224.71"
"241","2010-12-06","1223.12"
"242","2010-12-07","1223.75"
"243","2010-12-08","1228.28"
"244","2010-12-09","1233.00"
"245","2010-12-10","1240.40"
"246","2010-12-13","1240.46"
"247","2010-12-14","1241.59"
"248","2010-12-15","1235.23"
"249","2010-12-16","1242.87"
"250","2010-12-17","1243.91"
"251","2010-12-20","1247.08"
"252","2010-12-21","1254.60"
"253","2010-12-22","1258.84"
"254","2010-12-23","1256.77"
"256","2010-12-27","1257.54"
"257","2010-12-28","1258.51"
"258","2010-12-29","1259.78"
"259","2010-12-30","1257.88"
"260","2010-12-31","1257.64"
"261","2011-01-03","1271.87"
"262","2011-01-04","1270.20"
"263","2011-01-05","1276.56"
"264","2011-01-06","1273.85"
"265","2011-01-07","1271.50"
"266","2011-01-10","1269.75"
"267","2011-01-11","1274.48"
"268","2011-01-12","1285.96"
"269","2011-01-13","1283.76"
"270","2011-01-14","1293.24"
"272","2011-01-18","1295.02"
"273","2011-01-19","1281.92"
"274","2011-01-20","1280.26"
"275","2011-01-21","1283.35"
"276","2011-01-24","1290.84"
"277","2011-01-25","1291.18"
"278","2011-01-26","1296.63"
"279","2011-01-27","1299.54"
"280","2011-01-28","1276.34"
"281","2011-01-31","1286.12"
"282","2011-02-01","1307.59"
"283","2011-02-02","1304.03"
"284","2011-02-03","1307.10"
"285","2011-02-04","1310.87"
"286","2011-02-07","1319.05"
"287","2011-02-08","1324.57"
"288","2011-02-09","1320.88"
"289","2011-02-10","1321.87"
"290","2011-02-11","1329.15"
"291","2011-02-14","1332.32"
"292","2011-02-15","1328.01"
"293","2011-02-16","1336.32"
"294","2011-02-17","1340.43"
"295","2011-02-18","1343.01"
"297","2011-02-22","1315.44"
"298","2011-02-23","1307.40"
"299","2011-02-24","1306.10"
"300","2011-02-25","1319.88"
"301","2011-02-28","1327.22"
"302","2011-03-01","1306.33"
"303","2011-03-02","1308.44"
"304","2011-03-03","1330.97"
"305","2011-03-04","1321.15"
"306","2011-03-07","1310.13"
"307","2011-03-08","1321.82"
"308","2011-03-09","1320.02"
"309","2011-03-10","1295.11"
"310","2011-03-11","1304.28"
"311","2011-03-14","1296.39"
"312","2011-03-15","1281.87"
"313","2011-03-16","1256.88"
"314","2011-03-17","1273.72"
"315","2011-03-18","1279.20"
"316","2011-03-21","1298.38"
"317","2011-03-22","1293.77"
"318","2011-03-23","1297.54"
"319","2011-03-24","1309.66"
"320","2011-03-25","1313.80"
"321","2011-03-28","1310.19"
"322","2011-03-29","1319.44"
"323","2011-03-30","1328.26"
"324","2011-03-31","1325.83"
"325","2011-04-01","1332.41"
"326","2011-04-04","1332.87"
"327","2011-04-05","1332.63"
"328","2011-04-06","1335.54"
"329","2011-04-07","1333.51"
"330","2011-04-08","1328.17"
"331","2011-04-11","1324.46"
"332","2011-04-12","1314.16"
"333","2011-04-13","1314.41"
"334","2011-04-14","1314.52"
"335","2011-04-15","1319.68"
"336","2011-04-18","1305.14"
"337","2011-04-19","1312.62"
"338","2011-04-20","1330.36"
"339","2011-04-21","1337.38"
"341","2011-04-25","1335.25"
"342","2011-04-26","1347.24"
"343","2011-04-27","1355.66"
"344","2011-04-28","1360.48"
"345","2011-04-29","1363.61"
"346","2011-05-02","1361.22"
"347","2011-05-03","1356.62"
"348","2011-05-04","1347.32"
"349","2011-05-05","1335.10"
"350","2011-05-06","1340.20"
"351","2011-05-09","1346.29"
"352","2011-05-10","1357.16"
"353","2011-05-11","1342.08"
"354","2011-05-12","1348.65"
"355","2011-05-13","1337.77"
"356","2011-05-16","1329.47"
"357","2011-05-17","1328.98"
"358","2011-05-18","1340.68"
"359","2011-05-19","1343.60"
"360","2011-05-20","1333.27"
"361","2011-05-23","1317.37"
"362","2011-05-24","1316.28"
"363","2011-05-25","1320.47"
"364","2011-05-26","1325.69"
"365","2011-05-27","1331.10"
"367","2011-05-31","1345.20"
"368","2011-06-01","1314.55"
"369","2011-06-02","1312.94"
